sample_id,seas,site,block,plot,year,month,date,species,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
L5B_UP,FA,L,L5,L5B,2017,6,29-Jun-17,Adfas,4,6,5,2,4,4,6,,,,,,1,2,3,,,,,
L5B_UP,FA,L,L5,L5B,2017,6,29-Jun-17,Cabre,,,,,,,,,,,2,2,1,,,,,,,
L5B_UP,FA,L,L5,L5B,2017,6,29-Jun-17,Chpom,,,,,,3,,,,1,,,,1,,,,,1,1
L5B_UP,FA,L,L5,L5B,2017,6,29-Jun-17,Gacal,,,,,,,,2,,,,,,,,,,,,
L5B_UP,FA,L,L5,L5B,2017,6,29-Jun-17,Phimb,,,,,,,,,,,,,1,,1,,,,,
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Acbra,1,,,,,2,3,1,,2,,,,,,,,2,3,1
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Adfas,,2,5,1,2,5,4,9,2,5,,,,,2,1,,1,3,2
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Aicar,,,,,,,3,,,1,1,,,,1,,,2,1,3
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Cabre,1,,,1,,,,,,,1,,2,2,,,,,,
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Chpom,,,,,,,,,,,,,,,,,,,1,
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Magra,1,,,,,,1,,1,,,,,,,,,,,
L5B_UP,FA,L,L5,L5B,2018,5,21-May-18,Namel,,,,,1,,,,,,1,,,,,,,,,
L5C_LW,FA,L,L5,L5C,2017,6,29-Jun-17,Adfas,1,,,,,3,,,,,2,1,1,,,1,1,,,
L5C_MI,FA,L,L5,L5C,2017,6,29-Jun-17,Adfas,5,1,,,,,,,,,,,,,,,,,,
L5C_UP,FA,L,L5,L5C,2017,6,29-Jun-17,Adfas,2,,,,,,,,,,,,,,,,,,,
L5D_LW,FA,L,L5,L5D,2017,6,29-Jun-17,Acann,2,,,,,,,,,,,,,,,,,,,
L5D_LW,FA,L,L5,L5D,2017,6,29-Jun-17,Adfas,,4,,,,4,7,5,5,3,2,1,,,,,,,4,
L5D_MI,FA,L,L5,L5D,2017,6,29-Jun-17,Adfas,2,10,1,,,,,,,,,,,,,,,,,
L5D_UP,FA,L,L5,L5D,2017,6,29-Jun-17,Acann,,,,,,,4,,1,,,,,,,,,,,
L5D_UP,FA,L,L5,L5D,2017,6,29-Jun-17,Adfas,,1,2,1,3,2,4,4,4,3,6,1,,,,2,1,1,,
L5E_LW,FA,L,L5,L5E,2017,6,29-Jun-17,none,,,,,,,,,,,,,,,,,,,,
L5E_MI,FA,L,L5,L5E,2017,6,29-Jun-17,Adfas,9,1,4,1,,3,,1,1,,,,,,,,,,,
L5E_UP,FA,L,L5,L5E,2017,6,29-Jun-17,Adfas,,2,,,,,,,,,,6,1,,,4,4,2,3,
L5E_UP,FA,L,L5,L5E,2017,6,29-Jun-17,Gacal,3,,,,,,,,,,3,,,,,,,,,
L6A_LW,FA,L,L6,L6A,2017,6,29-Jun-17,Aicar,,,,,,,,,,,,,,,,,1,,,
L6A_LW,FA,L,L6,L6A,2017,6,29-Jun-17,Hemic,,,,1,,,,,,,,,,,,,,,,
L6A_LW,FA,L,L6,L6A,2017,6,29-Jun-17,Brele,,,,,1,,,,,1,,,,,1,,,,,
L6A_LW,FA,L,L6,L6A,2017,6,29-Jun-17,Pielo,,,,,,,,,,,,,,,,1,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Acpar,,1,,1,,,,,,,,,,,,,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Adfas,1,,4,2,,15,3,1,4,1,1,,1,,3,1,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Aicar,,,,,,,,,,,1,,,,1,,,,,1
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Aicar,,,1,1,,,,,,,,,,,,,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Brele,,,,,,,,1,,,,,,,,,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Chpom,,,,,,,,,,,,,1,,,,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Erlan,1,,,,,,,,,,,,,,,,,,,
L6A_LW,FA,L,L6,L6A,2018,5,21-May-18,Namel,,,,,,,1,,,,,,,,,,,,,1
L6A_MI,FA,L,L6,L6A,2017,6,29-Jun-17,Brele,,,,,,,,,,,3,,,,,,1,,,
L6A_MI,FA,L,L6,L6A,2017,6,29-Jun-17,Gacal,,,,,,,,,,,,1,,,,1,,,,
L6A_MI,FA,L,L6,L6A,2018,5,21-May-18,Brele,,,,1,,,,,,,,,,,,,,,,
L6A_MI,FA,L,L6,L6A,2018,5,21-May-18,Magra,,,,,1,,,,,,,,,,,,,,,
L6A_UP,FA,L,L6,L6A,2017,6,29-Jun-17,Adfas,2,,,,,2,,,,,6,2,2,7,5,,,,2,
L6A_UP,FA,L,L6,L6A,2017,6,29-Jun-17,Aicar,,,,,,,,,,,,,,,,1,,,,
L6A_UP,FA,L,L6,L6A,2017,6,29-Jun-17,Brele,,,,,,,,,,,,1,,,,,,,,
L6A_UP,FA,L,L6,L6A,2017,6,29-Jun-17,Gacal,,,,,,,1,,,,,,,,,,,,,
L6A_UP,FA,L,L6,L6A,2017,6,29-Jun-17,Namel,,,,,,,,,,,1,,,,,,,,,
L6A_UP,FA,L,L6,L6A,2018,5,21-May-18,Adfas,4,2,,2,1,8,13,14,7,10,,,3,2,3,,3,6,,7
L6A_UP,FA,L,L6,L6A,2018,5,21-May-18,Aicar,,,,,,,,,,,,,,,,,1,,,
L6A_UP,FA,L,L6,L6A,2018,5,21-May-18,Hycon,,,,,,,,,1,,,,,,,,1,,,
L6B_LW,FA,L,L6,L6B,2017,6,29-Jun-17,Adfas,1,,4,1,2,,,,,,,,,,,,,,,
L6B_MI,FA,L,L6,L6B,2017,6,29-Jun-17,Adfas,,,,,,,,,,,,,,,,,5,5,3,4
L6B_UP,FA,L,L6,L6B,2017,6,29-Jun-17,Adfas,,,,,1,2,3,,,,4,1,4,2,7,5,7,,4,4
L6B_UP,FA,L,L6,L6B,2017,6,29-Jun-17,Aicar,,,,,,,,,,,,,,,,,,,,
L6C_LW,FA,L,L6,L6C,2017,6,29-Jun-17,Acann,1,,,,,,,,,,,,,,,,,,,
L6C_LW,FA,L,L6,L6C,2017,6,29-Jun-17,Adfas,2,1,,,,,3,,1,,,,,,,,,,,
L6C_LW,FA,L,L6,L6C,2017,6,29-Jun-17,Aicar,,,,,,,,1,,,,,,,,,,,,
L6C_LW,FA,L,L6,L6C,2017,6,29-Jun-17,Erlan,,,,,,,,,,,,,,,,1,,,,
L6C_MI,FA,L,L6,L6C,2017,6,29-Jun-17,Adfas,,,,,,1,3,4,5,6,,,,,,1,3,6,4,
L6C_UP,FA,L,L6,L6C,2017,6,29-Jun-17,Adfas,1,,,,,,,,,,,,,,,,,,,
L6C_UP,FA,L,L6,L6C,2017,6,29-Jun-17,Brele,,,,,,1,,,,,1,,,,,,,,,
L6D_LW,FA,L,L6,L6D,2017,6,29-Jun-17,Adfas,,,,,,1,4,,,,1,5,1,1,,,,,,
L6D_LW,FA,L,L6,L6D,2017,6,29-Jun-17,Aicar,,,,,,,,,,,4,1,2,,,4,,,,
L6D_LW,FA,L,L6,L6D,2017,6,29-Jun-17,Cuocc,,,,,,,2,,,,6,3,,1,,3,,,,
L6D_LW,FA,L,L6,L6D,2017,6,29-Jun-17,Namel,1,,,,,,,,,,,,,,,,,,,
L6D_LW,FA,L,L6,L6D,2017,6,29-Jun-17,Hemic,,,,,,,,,,,,,,,1,,,,1,
L6D_MI,FA,L,L6,L6D,2017,6,29-Jun-17,Aicar,2,2,,,,1,2,,5,4,,,,1,1,1,1,2,,
L6D_MI,FA,L,L6,L6D,2017,6,29-Jun-17,Gaphl,,,,,,,1,,,1,,,,,,,,,3,2
L6D_MI,FA,L,L6,L6D,2017,6,29-Jun-17,Logal,,,,,,,,,,,,,,,,,,,1,
L6D_MI,FA,L,L6,L6D,2017,6,29-Jun-17,Namel,,,,,,,,,,,,,,,,1,,,,2
L6D_UP,FA,L,L6,L6D,2017,6,29-Jun-17,Adfas,,,,,,,8,,,9,,,,,1,2,,9,,2
L6D_UP,FA,L,L6,L6D,2017,6,29-Jun-17,Gacal,1,,,,,,,,,,,,,,,,,,,
L6D_UP,FA,L,L6,L6D,2017,6,29-Jun-17,Gaphl,,,,,,,,,,,,,,,,,2,,1,1
L6D_UP,FA,L,L6,L6D,2017,6,29-Jun-17,Namel,,1,,,,,,,,,,,,,,,,,,
L6E_LW,FA,L,L6,L6E,2017,6,29-Jun-17,Adfas,1,,8,10,6,1,,,1,4,4,1,,,,,,,,
L6E_MI,FA,L,L6,L6E,2017,6,29-Jun-17,Adfas,6,1,6,8,5,2,1,2,,1,,,,,,,,,,
L6E_UP,FA,L,L6,L6E,2017,6,29-Jun-17,Adfas,1,3,1,1,,1,1,1,,,,,,,,,,,,
L6F_LW,FA,L,L6,L6F,2017,6,29-Jun-17,Adfas,,,,,,1,,,,,,,,,,1,3,,3,2
L6F_LW,FA,L,L6,L6F,2017,6,29-Jun-17,Chpom,1,,,,,,,,,,,,,,,,,,,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Acbra,,,,,,,,,,,,,,,,,,,1,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Acpar,1,,,,,1,,1,,,,,,,,,,,,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Adfas,2,3,4,7,8,8,10,8,15,9,4,5,4,3,2,5,,3,9,12
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Aicar,,,,,,,,,,,,1,,,1,,,1,,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Brele,,,,,,,,,,,,6,,,2,,,,,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Erlan,,1,,,,,,1,,,,,,,,,,,,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Loday,,,,,1,,,,,,,,,,,,,,1,
L6F_LW,FA,L,L6,L6F,2018,5,21-May-18,Namel,,,1,,,,,,,,,,,,,,,1,,1
L6F_MI,FA,L,L6,L6F,2017,6,29-Jun-17,Adfas,,,,,,,,,,,,,,,,1,,,,
L6F_MI,FA,L,L6,L6F,2017,6,29-Jun-17,Brele,,,,,,,,,,,,,,,,,1,,,
L6F_MI,FA,L,L6,L6F,2017,6,29-Jun-17,Loday,3,,,,,1,,,,,,,,,,,,,,
L6F_MI,FA,L,L6,L6F,2017,6,29-Jun-17,Namel,,,,,,,,,,,3,2,,,,,,,,
L6F_MI,FA,L,L6,L6F,2018,5,21-May-18,Aicar,,,,,,,,,,,1,,,,,,,,,
L6F_MI,FA,L,L6,L6F,2018,5,21-May-18,Magra,,,,,,,,1,,,,,,,,,,,,
L6F_MI,FA,L,L6,L6F,2018,5,21-May-18,Namel,,,,,,,1,,,,1,,,,,,,,,
L6F_MI,FA,L,L6,L6F,2018,5,21-May-18,Saape,,,,,,1,,,,,,,,,,,,,,
L6F_UP,FA,L,L6,L6F,2017,6,29-Jun-17,Adfas,1,1,2,2,1,,,,,,,,,,,,,,,
L6F_UP,FA,L,L6,L6F,2018,5,21-May-18,Acbra,,,,,1,,,,,,,,,,,,,,,
L6F_UP,FA,L,L6,L6F,2018,5,21-May-18,Adfas,,,5,4,,,,,3,2,5,7,5,5,6,3,6,4,3,1
L6F_UP,FA,L,L6,L6F,2018,5,21-May-18,Aicar,,,,,,,,,,,,,,,,,,,1,
L6F_UP,FA,L,L6,L6F,2018,5,21-May-18,Namel,1,,,,,,,,,,1,,,,,,,,,
T1A_LW,SP,T,T1,T1A,2017,6,27-Jun-17,Adfas,10,14,13,13,11,2,7,3,6,8,2,,3,8,3,4,6,7,5,3
T1A_MI,SP,T,T1,T1A,2017,6,27-Jun-17,Adfas,,1,1,5,2,13,10,5,2,4,1,,1,2,5,,,,1,1
T1A_UP,SP,T,T1,T1A,2017,6,27-Jun-17,Adfas,,,,,,,,,,,,,,,,,1,2,1,1
T1B_LW,SP,T,T1,T1B,2017,6,27-Jun-17,Adfas,2,8,8,6,12,8,5,4,5,5,6,4,5,4,2,3,9,5,5,3
T1B_LW,SP,T,T1,T1B,2017,6,27-Jun-17,Gaphl,,,,,,,,1,,,,,,,1,,,,,2
T1B_MI,SP,T,T1,T1B,2017,6,27-Jun-17,Adfas,1,4,3,1,2,3,7,7,10,9,,,,,,7,2,4,3,5
T1B_MI,SP,T,T1,T1B,2017,6,27-Jun-17,Gaphl,,,,,1,,,,,,,,,,,,,,,
T1B_UP,SP,T,T1,T1B,2017,6,27-Jun-17,Adfas,5,4,2,6,3,9,5,6,2,,3,4,4,3,3,5,2,8,3,5
T1B_UP,SP,T,T1,T1B,2017,6,27-Jun-17,Gaphl,3,4,2,,4,,,1,3,3,1,,,,,,,,,
T1C_LW,SP,T,T1,T1C,2017,6,27-Jun-17,Adfas,,,,,,,,,,,,,1,2,1,,3,1,4,
T1C_LW,SP,T,T1,T1C,2017,6,27-Jun-17,Aicar,,,,,1,,,,,,,7,,,2,1,,,,
T1C_LW,SP,T,T1,T1C,2017,6,27-Jun-17,Cahir,,,,,,,,,,,,,,,,,1,,,
T1C_LW,SP,T,T1,T1C,2017,6,27-Jun-17,Stlep,2,6,3,1,,,1,,,,2,1,,,,,,,,
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Acpar,,1,,,,,,,,,,,,,,,,,,
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Adfas,2,3,3,2,1,1,1,,,,3,3,4,3,6,3,,,,3
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Aicar,,,2,3,1,1,2,2,1,2,,,,,,2,,2,1,
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Brmad,,,,,,,,,,,,,,,,,1,,,
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Femyu,,,,,,,,2,,,,,,1,,,,,,
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Gaphl,,,,,,,,1,,1,2,,,3,2,1,,2,2,
T1C_LW,SP,T,T1,T1C,2018,5,22-May-18,Logal,,,,,,,,,,,,,,,,,,,1,
T1C_MI,SP,T,T1,T1C,2017,6,27-Jun-17,Acann,1,,,,,,,,,,,,,,,,,,,
T1C_MI,SP,T,T1,T1C,2017,6,27-Jun-17,Gaapa,,,,,,,,,,,1,,,,,,,,,
T1C_MI,SP,T,T1,T1C,2017,6,27-Jun-17,Gicap,,,,,,2,3,,,,,,,,,,,,,
T1C_MI,SP,T,T1,T1C,2017,6,27-Jun-17,Namel,,,,,,,,,,,,,,,,1,,,,
T1C_MI,SP,T,T1,T1C,2018,5,22-May-18,Aicar,,,,,,,,,,,,,,,,,,1,,
T1C_MI,SP,T,T1,T1C,2018,5,22-May-18,Gaphl,,,,1,1,1,,,,2,,1,2,2,1,,1,,2,1
T1C_MI,SP,T,T1,T1C,2018,5,22-May-18,Namel,,,,,,,,,1,,,,,,,,,,,1
T1C_UP,SP,T,T1,T1C,2017,6,27-Jun-17,Acann,,3,1,,,,2,1,1,2,,6,1,2,,,,3,1,
T1C_UP,SP,T,T1,T1C,2017,6,27-Jun-17,Adfas,3,3,2,3,1,3,3,,2,,1,,,,,,,,,2
T1C_UP,SP,T,T1,T1C,2017,6,27-Jun-17,Gaphl,,,,,,,,,1,,,1,2,2,,,,1,,
T1C_UP,SP,T,T1,T1C,2017,6,27-Jun-17,Gicap,,,,,,,,,,,,,1,,,,,,2,
T1C_UP,SP,T,T1,T1C,2018,5,22-May-18,Acbra,,,,,,,,,,1,,,,,,,,,,
T1C_UP,SP,T,T1,T1C,2018,5,22-May-18,Adfas,1,,,,,,,,,,,,,,,,,,,
T1C_UP,SP,T,T1,T1C,2018,5,22-May-18,Aicar,3,1,2,,1,,,,,,,,,,,,,,1,
T1C_UP,SP,T,T1,T1C,2018,5,22-May-18,Brmad,,,,,,,1,,,,,,,,,,,,,
T1C_UP,SP,T,T1,T1C,2018,5,22-May-18,Gaphl,,1,1,2,2,2,2,,1,2,,,,2,3,1,4,3,2,1
T1D_LW,SP,T,T1,T1D,2017,6,27-Jun-17,Acann,,,,,,1,,,,,,,,,,,2,,,
T1D_LW,SP,T,T1,T1D,2017,6,27-Jun-17,Adfas,4,1,3,1,3,2,2,1,3,3,2,4,,,,15,10,7,11,13
T1D_LW,SP,T,T1,T1D,2018,5,22-May-18,Acbra,,,,,,,,,,,,,,,,,,,1,
T1D_LW,SP,T,T1,T1D,2018,5,22-May-18,Acpar,3,,,2,,,,3,,,1,,1,1,1,,1,,1,5
T1D_LW,SP,T,T1,T1D,2018,5,22-May-18,Adfas,1,1,3,2,3,5,8,7,4,10,3,,2,3,3,2,7,8,8,6
T1D_LW,SP,T,T1,T1D,2018,5,22-May-18,Gaphl,,,,1,,,,,,,,,,,,,,,,
T1D_MI,SP,T,T1,T1D,2017,6,27-Jun-17,Acann,,,,,,1,1,,,,1,,,1,,,3,,1,
T1D_MI,SP,T,T1,T1D,2017,6,27-Jun-17,Adfas,,,,,,,1,,,,,,,6,,,,3,,1
T1D_MI,SP,T,T1,T1D,2017,6,27-Jun-17,Gaphl,1,,,,,1,,,,,,,,,1,,,,,
T1D_MI,SP,T,T1,T1D,2018,5,22-May-18,Acbra,,,,,,,,,,,1,1,,1,,,,,,
T1D_MI,SP,T,T1,T1D,2018,5,22-May-18,Acpar,,,,,,,,1,,1,,,2,,,,,2,,1
T1D_MI,SP,T,T1,T1D,2018,5,22-May-18,Adfas,,1,2,,2,,1,1,1,,5,3,3,5,1,,,,,
T1D_MI,SP,T,T1,T1D,2018,5,22-May-18,Femyu,,,,,,,,,,,,,,,,,,,,1
T1D_MI,SP,T,T1,T1D,2018,5,22-May-18,Gaphl,,1,1,,,,,,,,,,,,,1,,,2,2
T1D_UP,SP,T,T1,T1D,2017,6,27-Jun-17,Acann,,,,,,,2,1,,,,,,,,,1,,,1
T1D_UP,SP,T,T1,T1D,2017,6,27-Jun-17,Adfas,,,2,,,2,1,3,2,3,3,4,4,3,4,2,4,4,2,2
T1D_UP,SP,T,T1,T1D,2017,6,27-Jun-17,Gaphl,,,,,,,,,,,,,,,,,2,,,2
T1D_UP,SP,T,T1,T1D,2018,5,22-May-18,Acbra,,,,,,1,,,,,,,,,,,,,,
T1D_UP,SP,T,T1,T1D,2018,5,22-May-18,Acpar,1,,3,,1,1,1,3,1,3,,2,3,,,1,2,,1,
T1D_UP,SP,T,T1,T1D,2018,5,22-May-18,Adfas,,1,,1,,2,,,,1,3,,5,1,1,,,,1,1
T1D_UP,SP,T,T1,T1D,2018,5,22-May-18,Gaphl,1,,,,,,3,,,,1,,2,,,,,,,
T1E_LW,SP,T,T1,T1E,2017,6,27-Jun-17,Acann,,1,2,2,4,,,,2,,,,,,,,,2,,
T1E_LW,SP,T,T1,T1E,2017,6,27-Jun-17,Adfas,10,2,7,9,3,8,7,8,6,9,11,10,2,4,6,8,4,7,11,13
T1E_MI,SP,T,T1,T1E,2017,6,27-Jun-17,none,,,,,,,,,,,,,,,,,,,,
T1E_UP,SP,T,T1,T1E,2017,6,27-Jun-17,Acann,,,,,,,,,,,,,,1,2,1,1,,1,1
T1E_UP,SP,T,T1,T1E,2017,6,27-Jun-17,Adfas,7,6,6,5,3,2,4,7,6,10,8,1,3,4,1,6,6,1,4,5
T2A_LW,SP,T,T2,T2A,2017,6,27-Jun-17,Acann,,2,,1,2,,,1,1,,,,,,,,,,,
T2A_LW,SP,T,T2,T2A,2017,6,27-Jun-17,Adfas,12,9,6,9,2,10,8,4,9,6,10,12,11,10,4,12,12,10,9,9
T2A_LW,SP,T,T2,T2A,2017,6,27-Jun-17,Gicap,,,,,,,,,,1,,,,,1,,,,,
T2A_MI,SP,T,T2,T2A,2017,6,27-Jun-17,Acann,1,,,,,,,,,,,,,,,,,,,1
T2A_MI,SP,T,T2,T2A,2017,6,27-Jun-17,Adfas,2,5,2,12,2,5,1,2,1,1,8,6,3,3,1,11,6,8,1,1
T2A_UP,SP,T,T2,T2A,2017,6,27-Jun-17,Acann,,,,,,,1,,,,,,,,1,,,,1,2
T2A_UP,SP,T,T2,T2A,2017,6,27-Jun-17,Adfas,1,,,,,,,,,,1,5,5,8,5,,,1,5,1
T2A_UP,SP,T,T2,T2A,2017,6,27-Jun-17,Cecun,,,,,,1,,,,,,,,,,,,,,
T2A_UP,SP,T,T2,T2A,2017,6,27-Jun-17,Gicap,,1,,,,,,,,,,,,,,,,,,
T2B_LW,SP,T,T2,T2B,2017,6,27-Jun-17,Acann,1,,,,,,,,,,,,,,,,,1,,
T2B_LW,SP,T,T2,T2B,2017,6,27-Jun-17,Adfas,,,,,,,,,,,1,2,1,,,7,8,3,3,3
T2B_MI,SP,T,T2,T2B,2017,6,27-Jun-17,Acann,,,2,,,,,,,3,2,,,,,5,1,,,
T2B_MI,SP,T,T2,T2B,2017,6,27-Jun-17,Adfas,,3,,7,3,,6,,,,,,,2,,6,1,1,,9
T2B_UP,SP,T,T2,T2B,2017,6,27-Jun-17,Acann,,,,2,2,,1,1,2,3,,,,,,,,,,
T2B_UP,SP,T,T2,T2B,2017,6,27-Jun-17,Adfas,16,7,10,4,7,10,8,2,1,4,13,11,16,19,13,15,14,9,12,12
T2C_LW,SP,T,T2,T2C,2017,6,27-Jun-17,Acann,1,,,,,,,,,,,,,,,,,,,
T2C_LW,SP,T,T2,T2C,2017,6,27-Jun-17,Adfas,,1,1,,1,7,8,5,11,1,2,1,6,2,2,6,12,16,17,4
T2C_LW,SP,T,T2,T2C,2017,6,27-Jun-17,Toarv,,,,,,,,,,,,,,,,,,,,1
T2C_MI,SP,T,T2,T2C,2017,6,27-Jun-17,Acann,,,,,,,,,2,,,,,3,,1,1,,,1
T2C_MI,SP,T,T2,T2C,2017,6,27-Jun-17,Adfas,,,,,1,,,,,,1,,,,,,,,,3
T2C_MI,SP,T,T2,T2C,2017,6,27-Jun-17,Gicap,1,,1,,,,,,,1,1,,2,,,,2,,,
T2C_UP,SP,T,T2,T2C,2017,6,27-Jun-17,Acann,,,,,,,,,,,,,,2,,,,,,
T2C_UP,SP,T,T2,T2C,2017,6,27-Jun-17,Adfas,18,14,14,9,10,11,12,18,20,16,17,16,18,9,8,20,11,18,12,12
T2C_UP,SP,T,T2,T2C,2017,6,27-Jun-17,Gicap,,,,,,,,,,,,,,,,,,,,1
T2D_LW,SP,T,T2,T2D,2017,6,27-Jun-17,Adfas,3,5,3,4,5,10,4,8,6,7,,2,2,3,3,,2,2,3,5
T2D_MI,SP,T,T2,T2D,2017,6,27-Jun-17,Adfas,1,,5,4,5,12,8,7,8,4,18,13,11,23,9,9,8,5,12,11
T2D_UP,SP,T,T2,T2D,2017,6,27-Jun-17,Adfas,,,2,1,2,,7,,1,2,,,,,,,,2,2,1
T2E_LW,SP,T,T2,T2E,2017,6,27-Jun-17,Adfas,3,6,4,1,3,3,8,7,10,4,13,8,5,11,9,7,6,3,8,9
T2E_MI,SP,T,T2,T2E,2017,6,27-Jun-17,Adfas,5,4,5,2,,2,3,,1,1,5,9,5,6,9,8,2,5,1,1
T2E_MI,SP,T,T2,T2E,2017,6,27-Jun-17,Gicap,,,,1,,,,,,,,,,,1,,1,,,
T2E_UP,SP,T,T2,T2E,2017,6,27-Jun-17,Adfas,2,1,2,12,4,3,7,4,1,3,1,1,2,,2,,5,4,2,1
T2E_UP,SP,T,T2,T2E,2017,6,27-Jun-17,Gicap,,,,,,2,,1,,1,,1,,,,,,,,
T3A_LW,SP,T,T3,T3A,2017,6,27-Jun-17,Adfas,,,,,1,10,2,3,8,6,1,13,5,6,12,,,,1,1
T3A_MI,SP,T,T3,T3A,2017,6,27-Jun-17,Adfas,,,,,,,,,,,,,,,,,,1,1,1
T3A_UP,SP,T,T3,T3A,2017,6,27-Jun-17,Adfas,3,6,1,6,5,7,6,4,7,6,5,3,2,3,4,9,6,9,7,7
T3B_LW,SP,T,T3,T3B,2017,6,27-Jun-17,Adfas,,,,,2,8,5,4,4,5,6,4,5,3,2,3,2,2,3,3
T3B_MI,SP,T,T3,T3B,2017,6,27-Jun-17,Adfas,,,,,2,,,,,,,,,,1,,,1,,4
T3B_UP,SP,T,T3,T3B,2017,6,27-Jun-17,Adfas,,,,,,,,,,1,4,4,2,,2,,,2,,1
T3B_UP,SP,T,T3,T3B,2017,6,27-Jun-17,Gicap,,,,,,,,,,1,,,,,,,1,,,
T3C_LW,SP,T,T3,T3C,2017,6,27-Jun-17,Acann,,,,,,,,1,2,1,,,,,,,,,,
T3C_LW,SP,T,T3,T3C,2017,6,27-Jun-17,Adfas,,,,,,,,,,3,,,,,,,,,,1
T3C_LW,SP,T,T3,T3C,2018,5,21-May-18,Adfas,,,,,1,,,,1,2,4,3,2,4,3,,2,1,1,4
T3C_MI,SP,T,T3,T3C,2017,6,27-Jun-17,Acann,,,,3,1,2,,,1,1,3,1,1,2,,,,,3,1
T3C_MI,SP,T,T3,T3C,2017,6,27-Jun-17,Adfas,,,,,,1,,,,,3,8,,2,7,5,6,4,2,2
T3C_MI,SP,T,T3,T3C,2017,6,27-Jun-17,Gicap,,,,,,,,,,,,,1,2,,,,,,
T3C_MI,SP,T,T3,T3C,2018,5,21-May-18,Adfas,,,,,,,,,,,,,,2,2,,,1,4,3
T3C_UP,SP,T,T3,T3C,2017,6,27-Jun-17,Acann,,,,2,3,,,,,,,,5,,1,4,,3,1,2
T3C_UP,SP,T,T3,T3C,2018,5,21-May-18,Acbra,,,,,,1,,,,,,,,,1,,,,,
T3C_UP,SP,T,T3,T3C,2018,5,21-May-18,Adfas,,,,,,1,,,1,4,,,,,2,1,5,5,6,4
T3D_LW,SP,T,T3,T3D,2017,6,27-Jun-17,Acann,,,,,,,,,,,2,4,,4,3,3,3,2,2,2
T3D_LW,SP,T,T3,T3D,2017,6,27-Jun-17,Adfas,10,7,7,8,9,7,8,7,7,9,5,4,5,2,4,1,2,1,2,5
T3D_LW,SP,T,T3,T3D,2017,6,27-Jun-17,Quber,5,,,,,,,,,,,,,,,,,,,1
T3D_MI,SP,T,T3,T3D,2017,6,27-Jun-17,Acann,,,,,2,,,,,,,,,,,,,,1,
T3D_MI,SP,T,T3,T3D,2017,6,27-Jun-17,Adfas,,,,,,4,3,,,1,,,,,,2,4,3,,4
T3D_UP,SP,T,T3,T3D,2017,6,27-Jun-17,Acann,4,1,,,,1,4,1,,2,1,,,,,,,3,,
T3D_UP,SP,T,T3,T3D,2017,6,27-Jun-17,Adfas,4,2,1,,,2,,,,,2,,,,,,,1,,2
T3E_LW,SP,T,T3,T3E,2017,6,27-Jun-17,Acann,2,1,1,2,,,4,2,1,3,2,1,1,1,,,1,2,,1
T3E_LW,SP,T,T3,T3E,2017,6,27-Jun-17,Adfas,2,,,1,3,3,1,4,,1,7,,7,,,2,5,1,2,1
T3E_LW,SP,T,T3,T3E,2017,6,27-Jun-17,Gicap,,,,,,,,,,,,1,,,,,,,,
T3E_LW,SP,T,T3,T3E,2018,5,21-May-18,Acbra,,,,,,,,,,,,,,,,,,,1,
T3E_LW,SP,T,T3,T3E,2018,5,21-May-18,Acpar,1,,,,,,,,,,,,,,2,,,,,
T3E_LW,SP,T,T3,T3E,2018,5,21-May-18,Adfas,4,4,,,3,1,,1,1,,1,,,,,5,5,6,4,4
T3E_MI,SP,T,T3,T3E,2017,6,27-Jun-17,Acann,5,1,3,,,3,3,5,4,4,,,,,3,1,,,3,2
T3E_MI,SP,T,T3,T3E,2017,6,27-Jun-17,Adfas,,1,,,,,,,,,,,,,1,8,2,2,1,2
